"Timestamp","Curso","Opinión General Sobre el Curso","¿Aprobó la Cursada?","¿Cómo te Resultaron los Temas de la Materia?","¿Los Temas de la Materia Están Actualizados?","Nivel de las Clases Teóricas del Curso","Nivel de las Clases Prácticas del Curso","Dificultad del Curso","Dificultad del TP","Comentarios Sobre el Curso"
"2017/06/30 6:16:46 PM GMT-3","Algoritmos y Programación 1 - Wachenchauzer","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Dificil","Dificil",""
"2017/06/30 6:33:52 PM GMT-3","Algoritmos y Programación 3 - Suarez","Malo","Sí","Interesantes","Sí","Malas","Malas","Normal","Normal","El unico que dio clases muy buenas es Pablo Suarez pero no iba casi nunca. Diego Sanchez explica bien pero el resto es un desastre. También los tiempos de corrección son malísimos. "
"2017/06/30 6:34:52 PM GMT-3","Algoritmos y Programación 1 - Mendez","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Excelentes","Normal","Normal",""
"2017/06/30 6:43:50 PM GMT-3","Algoritmos y Programación 1 - Wachenchauzer","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Muy Facil","Fácil",""
"2017/06/30 6:44:19 PM GMT-3","Teoría de la Programación / Teoría del Lenguaje - Wachenchauzer","Bueno","Sí","Interesantes","Sí","Buenas","Buenas","Normal","Normal","Materia relativamente interesante. El lenguaje utilizado para explicar los temas y hacer los tps me parecio sinceramente, horrible."
"2017/06/30 6:53:52 PM GMT-3","Algoritmos y Programación 1 - Mendez","Muy Bueno","Sí","Interesantes","Sí","Regulares","Excelentes","Normal","Normal","Destaco las clases prácticas. Enseñan muy bien y tienen paciencia. "
"2017/06/30 6:55:34 PM GMT-3","Análisis Numérico - Griggio","Bueno","Sí","Interesantes","Sí","Regulares","Buenas","Facil","Normal",""
"2017/06/30 7:04:49 PM GMT-3","Taller de Programación 1 - Azcurra","Bueno","Sí","Interesantes","Sí","No hay clases teóricas","No Hay Clases Prácticas","Dificil","Dificil","Es una materia dificil por el hecho de que hay que investigar todo por tu cuenta y utilizar cosas como Sockets que son temas complicados que probablemente no viste en toda la carrera. Además si no tenes un grupo de 5 personas que conoces de antemano es muy probable que termine haciendo todo el trabajo 1 o 2 y los demas se borren o hagan muy poco. Las clases teoricas son casi nulas, solo una hora de introduccion a tcp/ip. El tp es intersante, aprender un poco de sockets y threads estuvo bueno."
"2017/06/30 7:09:21 PM GMT-3","Algoritmos y Programación 1 - Wachenchauzer","Regular","Sí","Interesantes","Sí","Regulares","Regulares","Normal","Normal",""
"2017/06/30 7:10:19 PM GMT-3","Algoritmos y Programación 1 - Wachenchauzer","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Dificil",""
"2017/06/30 7:12:48 PM GMT-3","Administración y Control de Proyectos 1 - Fontela","Muy Bueno","Sí","Muy Interesantes","Sí","Excelentes","Buenas","Normal","Normal","Carlos hizo una muy buena encuesta con respecto a su curso.
Creo que lo que una de las cosas que mas resalto de la materia es la falta de coordinacion entre la practica y la teórica."
"2017/06/30 7:21:34 PM GMT-3","Organización de Datos - Argerich","Excelente","No","Muy Interesantes","Sí","Excelentes","Buenas","Normal","Normal",""
"2017/06/30 7:39:16 PM GMT-3","Computación-Grossi","Muy Bueno","Sí","Interesantes","No","Muy Buenas","Regulares","Normal","Normal",""
"2017/06/30 7:57:11 PM GMT-3","Lenguajes Formales - Kuhn","Bueno","Sí","Muy Interesantes","Sí","Buenas","Buenas","Facil","Fácil","Las clases son prescindibles. Se podría alargar el temario para no dar una mirada tan superficial a lo que es la programación funcional."
"2017/06/30 8:00:36 PM GMT-3","Teoría de Algoritmos 1 - Wachenchauzer","Bueno","Sí","Muy Interesantes","Sí","Buenas","Muy Buenas","Facil","Fácil","Algunas explicaciones se hacen innecesariamente largas, que podrían ser reemplazadas por más contenido"
"2017/06/30 8:09:55 PM GMT-3","Computación-Grossi","Muy Bueno","Sí","Poco Interesantes","No","Muy Buenas","Muy Buenas","Dificil","Dificil","Se tienen que actualizar los temas."
"2017/06/30 8:13:42 PM GMT-3","Teoría de la Programación / Teoría del Lenguaje - Wachenchauzer","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Facil","Fácil",""
"2017/06/30 8:19:33 PM GMT-3","Base de Datos - Beiro","Bueno","Sí","Interesantes","Sí","Buenas","Buenas","Dificil","Normal","Muy bueno la idea de la clase teorica de hacer las ppt del curso.Ayuda mucho sino podes ir y ademas ya tenes los temas sin tener caperta"
"2017/06/30 8:24:21 PM GMT-3","Algoritmos y Programación 3 - Fontela","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Buenas","Normal","Normal","La única crítica al curso es lo que tardaron en entregar las notas de los parciales. Pero los profesores reconocieron que se atrasaron. En general muy bueno el curso."
"2017/06/30 8:25:38 PM GMT-3","Análisis Numérico - Griggio","Regular","Sí","Poco Interesantes","No","Regulares","Buenas","Facil","Fácil","Las clasese son muy monótonas, sin participación de los alumnos."
"2017/06/30 8:36:13 PM GMT-3","Algoritmos y Programación 3 - Fontela","Bueno","Sí","Interesantes","Sí","Buenas","Regulares","Normal","Normal",""
"2017/06/30 8:50:27 PM GMT-3","Algoritmos y Programación 1 - Wachenchauzer","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Muy Buenas","Normal","Dificil",""
"2017/06/30 8:53:01 PM GMT-3","Análisis Numérico - Sassano","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Dificil",""
"2017/06/30 8:53:19 PM GMT-3","Algoritmos y Programación 2 - Calvo","Muy Bueno","Sí","Interesantes","No","Buenas","Excelentes","Normal","Dificil",""
"2017/06/30 9:19:13 PM GMT-3","Taller de Desarrollo de Proyectos 2 - Fontela","Bueno","Sí","Interesantes","Sí","No hay clases teóricas","Buenas","Normal","Normal","Me dió la sensación de que aprendi más de desarrollo web y android que de gestión. Deberían hacer un mayor foco en la parte de gestión e ir guiando al grupo para la gestión se haga correctamente y se vaya mejorando a lo largo del cuatrimestre."
"2017/06/30 9:51:42 PM GMT-3","Algoritmos y Programación 1 - Wachenchauzer","Excelente","Sí","Muy Interesantes","Sí","Muy Buenas","Excelentes","Normal","Normal",""
"2017/06/30 9:52:51 PM GMT-3","Computación-Cabrera","Excelente","Sí","Poco Interesantes","Sí","Muy Buenas","Muy Buenas","Dificil","Muy dificil",""
"2017/06/30 10:09:52 PM GMT-3","Algoritmos y Programación 1 - Wachenchauzer","Excelente","Sí","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Dificil",""
"2017/06/30 10:21:53 PM GMT-3","Algoritmos y Programación 2 - Wachenchauzer","Excelente","Sí","Muy Interesantes","Sí","Buenas","Excelentes","Dificil","Dificil","Excelente la predisposicion de los profesores. Siempre muy atento a todo!"
"2017/06/30 10:26:58 PM GMT-3","Organización de Datos - Argerich","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Dificil","Dificil","Argerich es uno de los docentes con mejor combinación de presencia escénica y habilidad didáctica que vi hasta ahora"
"2017/06/30 10:30:23 PM GMT-3","Análisis Numérico - Sassano","Muy Bueno","Sí","Interesantes","Sí","Excelentes","Buenas","Facil","Normal","Excelente docente, las clases son muy claras y sirven mucho para preparar el parcial y los tps."
"2017/06/30 10:39:07 PM GMT-3","Algoritmos y Programación 1 - Wachenchauzer","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Buenas","Normal","Dificil",""
"2017/06/30 10:44:02 PM GMT-3","Algoritmos y Programación 2 - Wachenchauzer","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Dificil","Dificil"," Fue la mejor materia que cursé en mi vida académica, la calidad del equipo docente es increíble. Me parece que este curso está muy bien organizado tanto por los temas que se dan como por cómo se dan estos.
 En particular quiero destacar la buena predisposición de los ayudantes para resolver todo tipo de dudas, y el empeño que le ponen a las clases prácticas para que uno pueda sobrevivir a las entregas interminables de trabajos prácticos y parciales. Es gracias a ellos que puedo decir que en esta materia aprendí muchísimo y despertaron en mi un interés por la informática que no sabía que tenía.
 "
"2017/06/30 10:54:11 PM GMT-3","Algoritmos y Programación 2 - Wachenchauzer","Excelente","Sí","Muy Interesantes","Sí","Muy Buenas","Excelentes","Dificil","Muy dificil",""
"2017/06/30 11:05:36 PM GMT-3","Algoritmos y Programación 1 - Wachenchauzer","Muy Bueno","Sí","Interesantes","Sí","Buenas","Regulares","Normal","Normal",""
"2017/06/30 11:09:06 PM GMT-3","Sistemas Operativos - Mendez","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Normal","Normal","muy bueno mendez se merece un aplauso ese si que transpira la camiseta por la educacion"
"2017/06/30 11:13:23 PM GMT-3","Algoritmos y Programación 1 - Mendez","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Normal","Normal",""
"2017/06/30 11:14:17 PM GMT-3","Análisis Numérico - Tarela","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Muy Buenas","Dificil","Normal",""
"2017/06/30 11:23:08 PM GMT-3","Análisis de la Información - Villagra","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Dificil",""
"2017/06/30 11:35:30 PM GMT-3","Organización de Datos - Argerich","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Buenas","Normal","Dificil","Habría que analizar la forma de puntuar el tp2, ya que si se subía menos veces el tp a kaggle terminaba en una peor posición, y no se dijo antes"
"2017/06/30 11:48:16 PM GMT-3","Computación-Cabrera","Malo","No","Nada Interesantes","No","Malas","Malas","Muy Dificil","Normal",""
"2017/07/01 12:07:48 AM GMT-3","Teoría de la Programación / Teoría del Lenguaje - Wachenchauzer","Excelente","Sí","Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Dificil","Me parece muy interesante el método del TP individual (entregable) que al resolverlo permite adquirir todos los conocimientos necesarios para presentarse al final."
"2017/07/01 12:11:12 AM GMT-3","Administración y Control de Proyectos 1 - Fontela","Muy Bueno","Sí","Interesantes","Sí","Excelentes","Regulares","Normal","Dificil","Me parece excelente la idea de cambiar parcial por Trabajo Practico iterativo, los temas de la materia son extremadamente subjetivos y se dificultan evaluarlos. Aun así falta profundizar y mejorar el mismo. El TP resulto difícil en el sentido que carecía de un enunciado mas completo o darle mas contexto."
"2017/07/01 12:15:25 AM GMT-3","Técnicas de Diseño - Pantaleo","Malo","Sí","Muy Interesantes","Sí","Regulares","Buenas","Normal","No hay TP","Creo que habría que reevaluar los contenidos de la materia y la manera en la que son presentados a los alumnos.."
"2017/07/01 12:16:16 AM GMT-3","Lenguajes Formales - Kuhn","Regular","No","Interesantes","No","Buenas","Buenas","Normal","Normal",""
"2017/07/01 12:17:31 AM GMT-3","Sistemas Operativos - Clua","Regular","Sí","Poco Interesantes","Sí","No hay clases teóricas","Malas","Muy Facil","Fácil",""
"2017/07/01 12:21:59 AM GMT-3","Organización de Datos - Argerich","Bueno","No","Interesantes","Sí","Regulares","No Hay Clases Prácticas","Normal","Dificil","Lo mejor del curso son las clases de Argerich, los ayudantes presentan un pobre dominio de los temas.
Estaría bueno que Argerich dé todas las clases teóricas ya que más allá de haber aprobado o no la materia, sus clases son excelentes. También me parece un desacierto la forma de evaluar en el parcial, los puntos de PySpark y Pandas se centran en el dominio de una librería específica, ponderando esos puntos por sobre los teóricos (además hay una enorme diferencia en el nivel de dificultad entre los ejercicios de las guías y el parcial, deberían haber más ejercicios en las guías o disminuir la dificultad de los ejercicios de parcial).

En cuanto a la cantidad de temas, personalmente preferiría que sean menos temas pero que se den en mayor profundidad (llegando a la demostración matemática en el caso de ser posible, como sí lo es por ejemplo en SVD).

"
"2017/07/01 12:44:19 AM GMT-3","Algoritmos y Programación 1 (Electrónica) - Kuhn","Malo","No","Poco Interesantes","Sí","Regulares","Regulares","Dificil","Muy dificil","Curse la materia por primera vez este cuatrimestre, me pareció un curso malo. Les dejo mi opinión y experiencia a continuación.

Clases teóricas: 
La profesora llega siempre, por lo menos media hora tarde y en general termina la clase unos minutos antes. 
Las explicaciones que da se entienden pero a mi parecer no son suficientes para abarcar los temas.

Clases practicas:
Particularmente, yo entendía poco y nada lo que se hacia en el pizarron. Sentía que lo que aprendía en la teórica era muy simple comparado a lo que se veía en la practica. Razón por la cual, me resulto complicado encarar los trabajos prácticos y realizar los parciales!
Los profes de la practica tienen muy buena predisposición para responder dudas vía mail durante cualquier momento. 

Exámenes:
Siempre tomaban operadores de bits y ni siquiera hay ejercicios de dicho tema en la guía practica. Estaría bueno que los agreguen!

Trabajos prácticos:
Algo que sinceramente no me parece correcto, es que la extensión de los trabajos prácticos sea tal que la mayoría del curso termine de hacerlos durante las fechas de finales.

La razón por la que creo que este curso es difícil, yace en estos problemas básicamente.

Como conclusión, fue angustiante cursar esta materia, y a pesar de que la curse completa, termine con una sensación de no haber aprendido nada.
En mi opinión, deberían poner atención a esta materia, tanto por este curso y el otro. Ademas, me parece que agregar un curso estaría bueno, ya que ambos tienen horarios poco flexibles."
"2017/07/01 12:53:56 AM GMT-3","Base de Datos - Beiro","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Buenas","Muy Dificil","Normal","Necesitan un laboratorio con computadoras para todos los alumnos"
"2017/07/01 12:56:22 AM GMT-3","Administración y Control de Proyectos 1 - Fontela","Regular","Sí","Muy Interesantes","Sí","Buenas","Malas","Normal","Dificil","El titular de la practica no se interesa por que los alumnos aprendan."
"2017/07/01 1:08:38 AM GMT-3","Algoritmos y Programación 2 - Wachenchauzer","Muy Bueno","No","Muy Interesantes","Sí","Regulares","Muy Buenas","Dificil","Dificil","Como marque en las opciones, las clases teoricas no me resultaron buenas a pesar de impartirlas rosita, que se que es muy buena, pero no podia concentrarme en la clase, eran muy lentas. La clases practicas fueron muy buenas. Los tps principales eras medio complicados. Los parciales justos. No aprobé la cursada por no ponerme las pilas pero admito que fue una buena cursada por parte de ellos "
"2017/07/01 10:04:23 AM GMT-3","Base de Datos - Beiro","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Buenas","Normal","Fácil",""
"2017/07/01 10:05:07 AM GMT-3","Técnicas de Diseño - Pantaleo","Regular","Sí","Poco Interesantes","No","Regulares","Malas","Facil","No hay TP",""
"2017/07/01 10:13:04 AM GMT-3","Algoritmos y Programación 3 - Fontela","Malo","No","Poco Interesantes","No","Malas","Malas","Muy Dificil","Muy dificil",""
"2017/07/01 10:40:05 AM GMT-3","Taller de Desarrollo de Proyectos 2 - Fontela","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Dificil","Dificil","La asignatura es por demás útil y entretenida, pero a su vez desafiante y requiere mucha atención y dedicación. Los contenidos son adecuados. Quizás un punto flojo sea la poca igualdad de criterios de corrección entre los docentes, pero en términos generales está muy bien."
"2017/07/01 10:48:55 AM GMT-3","Técnicas de Programación Concurrente - Echeverría","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Buenas","Normal","Normal",""
"2017/07/01 12:15:01 PM GMT-3","Organización de Datos - Argerich","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Dificil","Normal",""
"2017/07/01 12:22:47 PM GMT-3","Administración y Control de Proyectos Informáticos 2 - Gabardini","Excelente","Sí","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Facil","No hay TP",""
"2017/07/01 12:25:58 PM GMT-3","Taller de Desarrollo de Proyectos 2 - Fontela","Regular","Sí","Interesantes","Sí","No hay clases teóricas","Malas","Normal","Dificil",""
"2017/07/01 12:26:49 PM GMT-3","Computación-Cabrera","Regular","Sí","Interesantes","Sí","Regulares","Regulares","Normal","Normal",""
"2017/07/01 12:32:10 PM GMT-3","Computación-Cabrera","Excelente","Sí","Interesantes","Sí","Muy Buenas","Excelentes","Dificil","Dificil",""
"2017/07/01 12:32:54 PM GMT-3","Computación-Cabrera","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Excelentes","Dificil","Dificil","GENIO PABLO!"
"2017/07/01 12:34:08 PM GMT-3","Taller de Desarrollo de Proyectos 2 - Fontela","Excelente","Sí","Interesantes","Sí","Buenas","Buenas","Dificil","Dificil","Un tp muy exigente con varias horas de trabajo. Tiene lo bueno que podes elegir cualquier tecnologia para programar, y los profesores contestan rapido a las inquietudes."
"2017/07/01 12:36:07 PM GMT-3","Computación-Cabrera","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Normal","Normal",""
"2017/07/01 12:45:46 PM GMT-3","Administración y Control de Proyectos 1 - Fontela","Excelente","Sí","Interesantes","Sí","Excelentes","Buenas","Normal","Fácil",""
"2017/07/01 12:54:56 PM GMT-3","Computación-Cabrera","Bueno","Sí","Interesantes","No","Buenas","Malas","Normal","Dificil",""
"2017/07/01 1:32:45 PM GMT-3","Algoritmos y Programación 1 - Mendez","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Normal","Normal","Me pareció un excelente curso, ya que no sabia nada de programación y supieron expresarse para enseñar sus conocimientos y estoy muy satisfecho, no espere entender tanto en tan poco tiempo que pasó.
Los profesores muy buenos, explican muy bien, y son muy atentos."
"2017/07/01 1:46:26 PM GMT-3","Computación-Burin","Muy Bueno","Sí","Interesantes","Sí","Buenas","Regulares","Facil","Normal","La materia está buena, me resultó fácil porque ya sabía algo de programación pero de todas formas es interesante"
"2017/07/01 1:47:04 PM GMT-3","Computación-Cabrera","Excelente","Sí","Interesantes","Sí","Muy Buenas","Muy Buenas","Dificil","Dificil",""
"2017/07/01 1:51:09 PM GMT-3","Organización de Datos - Argerich","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Buenas","Normal","Dificil",""
"2017/07/01 2:00:28 PM GMT-3","Sistemas Operativos - Mendez","Excelente","Sí","Muy Interesantes","Sí","Buenas","Excelentes","Normal","Dificil","Muybuen trato de los profesores a los alumnos. Muy buenos tiempos de respuesta(fuera de horario de clase)."
"2017/07/01 2:05:08 PM GMT-3","Sistemas Operativos - Mendez","Excelente","Sí","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Dificil","Dificil",""
"2017/07/01 2:06:56 PM GMT-3","Sistemas Operativos - Mendez","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Excelentes","Dificil","Muy dificil",""
"2017/07/01 2:18:31 PM GMT-3","Organización de Datos - Argerich","Excelente","Sí","Muy Interesantes","Sí","Muy Buenas","Buenas","Dificil","Dificil",""
"2017/07/01 2:21:51 PM GMT-3","Sistemas Operativos - Mendez","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Dificil",""
"2017/07/01 3:00:17 PM GMT-3","Computación-Cabrera","Bueno","Sí","Interesantes","Sí","Buenas","Buenas","Normal","Normal",""
"2017/07/01 3:09:20 PM GMT-3","Algoritmos y Programación 1 (Electrónica) - Cardozo","Excelente","Sí","Interesantes","Sí","Muy Buenas","Muy Buenas","Facil","Fácil",""
"2017/07/01 3:28:41 PM GMT-3","Organización de Datos - Argerich","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Buenas","Dificil","Dificil",""
"2017/07/01 3:43:10 PM GMT-3","Computación-Cabrera","Bueno","Sí","Interesantes","Sí","Buenas","Muy Buenas","Facil","Normal","Recomendable para los que provienen del colegio sin ninguna base en programacion."
"2017/07/01 4:02:42 PM GMT-3","Lenguajes Formales - Kuhn","Bueno","Sí","Interesantes","No","Buenas","Regulares","Dificil","Fácil",""
"2017/07/01 4:03:31 PM GMT-3","Técnicas de Diseño - Pantaleo","Muy Bueno","Sí","Muy Interesantes","Sí","Buenas","Buenas","Facil","No hay TP",""
"2017/07/01 4:38:38 PM GMT-3","Análisis Numérico - Rodriguez","Regular","No","Poco Interesantes","Sí","Regulares","Malas","Normal","Normal",""
"2017/07/01 4:40:14 PM GMT-3","Análisis Numérico - Rodriguez","Regular","Sí","Nada Interesantes","No","Buenas","Regulares","Dificil","Dificil","Sufri maltratos por parte del docente michael portocarrera, el cual se jacta de no corregirle a mujeres y las maltrata"
"2017/07/01 4:41:12 PM GMT-3","Análisis Numérico - Sassano","Muy Bueno","Sí","Nada Interesantes","Sí","Muy Buenas","Regulares","Normal","Normal",""
"2017/07/01 4:41:43 PM GMT-3","Computación-Jimenez Rey","Excelente","Sí","Poco Interesantes","No","Muy Buenas","Muy Buenas","Dificil","Dificil","Para ingenieria industrial debería haber una actualización de contenidos. Se debería enseñar excel en lugar de pascal, ya que tiene muchisima mas utilidad. De cada 100 industriales, 99 usan excel y 1 programa (si es que existe tal cosa)"
"2017/07/01 4:50:41 PM GMT-3","Análisis Numérico - Sassano","Excelente","Sí","Interesantes","Sí","Excelentes","Muy Buenas","Normal","Normal",""
"2017/07/01 4:55:35 PM GMT-3","Algoritmos y Programación 1 - Wachenchauzer","Muy Bueno","No","Poco Interesantes","Sí","Muy Buenas","Muy Buenas","Muy Dificil","Dificil","segundo año que me quedo sin compañero en el TP 3 nuevamente tuve que dejarla por este motivo"
"2017/07/01 4:58:42 PM GMT-3","Análisis Numérico - Sassano","Muy Bueno","Sí","Interesantes","Sí","Excelentes","Buenas","Normal","Dificil",""
"2017/07/01 5:14:40 PM GMT-3","Taller de Desarrollo de Proyectos 2 - Fontela","Muy Bueno","Sí","Interesantes","Sí","No hay clases teóricas","Buenas","Normal","Dificil","1 - Muy buen trato y disposición de los docentes.
2 - Hay criterios poco claros.
3 - Siendo que supuestamente es una materia de gestión, convendría reducir un poco la cantidad de horas de programación que demanda (achicar el alcance), o al menos aprovechar mejor la duración del cuatrimestre para tener más tiempo para cumplir el alcance actual con menor desgaste. Prácticamente no hubo clases ni la primera ni la última semana de clases, que de estar hubiesen ayudado a descomprimir un poco."
"2017/07/01 5:20:24 PM GMT-3","Computación-Grossi","Excelente","Sí","Interesantes","Sí","Excelentes","Buenas","Normal","Normal",""
"2017/07/01 5:43:27 PM GMT-3","Computación-Cabrera","Excelente","Sí","Interesantes","Sí","Muy Buenas","Buenas","Normal","Fácil",""
"2017/07/01 5:45:39 PM GMT-3","Algoritmos y Programación 2 - Calvo","Muy Bueno","Sí","Interesantes","Sí","Buenas","Muy Buenas","Dificil","Dificil",""
"2017/07/01 6:06:08 PM GMT-3","Organización del Computador - Benitez","Bueno","Sí","Interesantes","No","Buenas","Buenas","Dificil","Dificil","Necesita una actualizacion tremenda esta materia, lo que se da, se da bien, pero se podrian dar cosas mucho mas utiles e igual de basicas, tambien se podria hablar de alguna aplicacion del codigo assembler hoy en dia como el codigo automodificable porque yo senti que solo lo vimos para aprobar un TP.. mas alla de aplicar la teoria que vemos antes"
"2017/07/01 6:33:44 PM GMT-3","Algoritmos y Programación 1 - Guarna","Regular","Sí","Poco Interesantes","No","Regulares","Regulares","Facil","Fácil",""
"2017/07/01 7:07:00 PM GMT-3","Computación-Lage","Regular","Sí","Interesantes","No","Malas","Muy Buenas","Muy Dificil","Normal","La cátedra la salvan los profesores de la práctica. El Ing. Lage daba pocas clases y bastante poco claras. Varias veces le faltó el respeto a los alumnos y no contestaba claramente nuestras preguntas, sin decirnos nunca, por ejemplo, si la materia se promocionaba y dejando en manos de su ""humor del día"" dicha condición."
"2017/07/01 7:22:04 PM GMT-3","Análisis Numérico - Schwarz","Excelente","Sí","Interesantes","Sí","Excelentes","Excelentes","Dificil","Dificil",""
"2017/07/01 7:53:40 PM GMT-3","Computación-Cabrera","Bueno","Sí","Interesantes","Sí","Buenas","Buenas","Normal","Normal",""
"2017/07/01 8:14:39 PM GMT-3","Algoritmos y Programación 2 - Wachenchauzer","Regular","Sí","Interesantes","Sí","Malas","Buenas","Normal","Dificil",""
"2017/07/01 8:25:38 PM GMT-3","Algoritmos y Programación 1 - Wachenchauzer","Muy Bueno","Sí","Muy Interesantes","Sí","Buenas","Muy Buenas","Facil","Fácil",""
"2017/07/01 9:11:49 PM GMT-3","Computación-Grossi","Excelente","Sí","Interesantes","No","Buenas","Regulares","Normal","Normal",""
"2017/07/01 9:17:07 PM GMT-3","Análisis de la Información - Villagra","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Buenas","Dificil","Normal",""
"2017/07/01 9:22:04 PM GMT-3","Taller de Programación 1 - Veiga","Malo","No","Nada Interesantes","No","Malas","Malas","Muy Dificil","Muy dificil","Clases muy pobres, poco comprensibles. Profesor para nada comprensibles y de exigencia exagerada. Los trabajos prácticos exceden el tiempo necesita de dedicación teniendo que dejar de lado el resto de las materias en curso. El profesor de la cátedra jamás aparece, las clases son dadas por ayudantes con cero capacidad de dar clases en una universidad."
"2017/07/01 9:44:57 PM GMT-3","Computación-Cabrera","Excelente","Sí","Muy Interesantes","No","Buenas","Buenas","Dificil","Dificil",""
"2017/07/01 10:09:16 PM GMT-3","Computación-Burin","Bueno","No","Nada Interesantes","Sí","Regulares","Muy Buenas","Dificil","Dificil","Para gente que tenia conocimientos de algoritmos antes es una catedra muy facil, para los que no como fue mi caso los parciales y el tp fueron dificiles."
"2017/07/01 10:37:31 PM GMT-3","Algoritmos y Programación 1 - Wachenchauzer","Excelente","Sí","Muy Interesantes","Sí","Muy Buenas","Buenas","Dificil","Dificil",""
"2017/07/01 11:44:00 PM GMT-3","Teoría de la Programación / Teoría del Lenguaje - Wachenchauzer","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Normal",""
"2017/07/02 12:08:23 AM GMT-3","Computación-Burin","Bueno","Sí","Interesantes","Sí","Buenas","Buenas","Normal","Normal",""
"2017/07/02 12:10:21 AM GMT-3","Computación-Cabrera","Bueno","Sí","Poco Interesantes","Sí","Buenas","Regulares","Facil","Normal",""
"2017/07/02 12:55:53 AM GMT-3","Análisis Numérico - Schwarz","Muy Bueno","Sí","Poco Interesantes","No","Regulares","Excelentes","Normal","Normal",""
"2017/07/02 1:10:30 AM GMT-3","Computación-Cabrera","Excelente","Sí","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Normal",""
"2017/07/02 1:41:06 AM GMT-3","Algoritmos y Programación 1 - Wachenchauzer","Excelente","No","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Dificil","Muy dificil",""
"2017/07/02 1:56:41 AM GMT-3","Algoritmos y Programación 3 - Suarez","Muy Bueno","Sí","Interesantes","Sí","Buenas","Buenas","Normal","Dificil","Me parecio muy interesante "
"2017/07/02 1:59:00 AM GMT-3","Algoritmos y Programación 3 - Suarez","Muy Bueno","Sí","Interesantes","Sí","Buenas","Buenas","Normal","Normal","Me gustó la materia "
"2017/07/02 1:59:02 AM GMT-3","Algoritmos y Programación 3 - Suarez","Muy Bueno","Sí","Interesantes","Sí","Buenas","Buenas","Normal","Normal","Me gustó la materia "
"2017/07/02 1:59:13 AM GMT-3","Algoritmos y Programación 3 - Suarez","Muy Bueno","Sí","Interesantes","Sí","Buenas","Buenas","Normal","Normal","Me gustó la materia "
"2017/07/02 8:49:25 AM GMT-3","Teoría de Algoritmos 1 - Wachenchauzer","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Dificil","Dificil","La vocación de enseñar y ayudar al alumno es un componente fundamental de este curso. Se puede sentir al ayudante de cátedra, al profesor de teorica, a Rosita cuando está. Se los siente al costado, hombro a hombro con uno. Acompañan al alumnado y lo hacen de corazón. Eso hizo que no quiera bajar los brazos, Para no defraudarlos."
