"Timestamp","Curso","Opinión General Sobre el Curso","¿Aprobó la Cursada?","¿Cómo te Resultaron los Temas de la Materia?","¿Los Temas de la Materia Están Actualizados?","Nivel de las Clases Teóricas del Curso","Nivel de las Clases Prácticas del Curso","Dificultad del Curso","Dificultad del TP","Comentarios Sobre el Curso"
"2017/07/07 5:27:47 PM GMT-3","Teoría de la Programación / Teoría del Lenguaje - Wachenchauzer","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Normal",""
"2017/07/07 5:37:11 PM GMT-3","Análisis de la Información - Villagra","Malo","Sí","Poco Interesantes","Sí","Malas","Malas","Dificil","Muy dificil","Me lleve una gran decepción con este curso. 
Las clases teóricas son inexistentes, hay unos videos del profesor que hay que ver antes de cada clase y después las clases teóricas se basan en repetir la lectura de las diapositivas que ya viste en el video. Quisieron innovar con una estructura de aula invertida pero no salió. Seria mucho mejor ver el video y después trabajar sobre eso, no repetir lo mismo. 
Hacen hacer muchísimos trabajos prácticos por semana y resumir el video de la clase para ganar puntos que después no tienen en cuenta para la nota final, es decir que si yo hago 1000 puntos y otro hace los 300 mínimos requeridos es lo mismo, no se premia al que trabaja mas. Las correcciones de los trabajos tardan semanas y se contradicen entre si. Incluso me han llegado a poner que una opinion personal sobre un paper estaba mal...
Para el tp grupal exigen un montón de cosas y el feedback no es acorde. No nos han corregido entregas del tp, los profesores se contradecían entre si, nos ponían videollamadas fuera del horario del curso para darnos un feedback inexistente. No hay nada mas frustrante que corregir algo y que en un feedback siguiente te digan que lo que corregiste en base a su pedido esta mal y hay que volverlo atras."
"2017/07/07 10:21:32 PM GMT-3","Computación-Cabrera","Muy Bueno","Sí","Interesantes","Sí","Buenas","Muy Buenas","Normal","Dificil",""
"2017/07/07 10:28:50 PM GMT-3","Análisis de la Información - Villagra","Bueno","Sí","Muy Interesantes","Sí","No hay clases teóricas","Muy Buenas","Normal","Normal","Si cumpliesen con lo que se proponen sería un magnífico curso, quizás necesiten más ayudantes"
"2017/07/07 10:48:00 PM GMT-3","Análisis de la Información - Villagra","Excelente","Sí","Interesantes","Sí","Muy Buenas","Excelentes","Dificil","Dificil",""
"2017/07/08 12:45:42 AM GMT-3","Algoritmos y Programación 2 - Wachenchauzer","Muy Bueno","Sí","Interesantes","Sí","Buenas","Muy Buenas","Normal","Normal","Muy buena predisposición por parte de todos en la materia, mas q contenta"
"2017/07/08 12:52:47 AM GMT-3","Inteligencia Artificial - Cabrera","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Fácil","Muy copado el curso"
"2017/07/08 12:48:15 PM GMT-3","Análisis de la Información - Villagra","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Dificil",""
"2017/07/08 1:13:19 PM GMT-3","Análisis de la Información - Villagra","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Normal",""
"2017/07/08 1:49:47 PM GMT-3","Análisis de la Información - Villagra","Excelente","Sí","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Normal",""
"2017/07/08 5:52:35 PM GMT-3","Teoría de Algoritmos 1 - Wachenchauzer","Muy Bueno","Sí","Muy Interesantes","Sí","Buenas","Muy Buenas","Normal","Normal","Rosita, si bien es muy copada y se nota que sabe mucho, no prepara las clases (o por lo menos eso pareciera). Me parece perfecto tener el Tardos en la clase como material de apoyo, pero no me parece muy didáctico pararse de espaldas a la clase con el libro en la mano y copiar 2 pizarrones. Siento que una buena introducción al tema que está a punto de dar vendría muy bien, y por qué no diapositivas con ejemplos? Todos sabemos que copiar grafos y el seguimiento de algoritmos es complicado, con unas diapos se resuelve perfectamente."
"2017/07/08 5:59:20 PM GMT-3","Administración y Control de Proyectos 1 - Fontela","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Buenas","Dificil","Dificil","Me parece excelente la dinámica que le da Carlos al curso! Los temas son interesantes y siempre se intenta bajarlos a casos reales/útiles. De la práctica no puedo decir lo mismo, muchas clases se notaron que no fueron preparadas (ellos mismos decían ""estas diapositivas son de otro año y no están actualizadas""). El TP si bien tiene un gran potencial, no tenía una consigna detallada. Había que ir utilizando las distintas herramientas que se veían en la práctica a nuestro criterio y cada grupo entendía algo distinto. La defensa del TP consistió en justificar 3 páginas de las 30 que entregamos y no hubo devolución (ni de la defensa, ni de las correcciones del TP, si es que se corrigió). Entiendo que es la primera vez que se hace el TP, por lo que tienen un camino para mejorarlo. De todas formas me alegro que exista un TP de gran utilidad para nuestro futuro y no un parcial con una foto de lo que sabés en este momento!"
"2017/07/08 6:07:24 PM GMT-3","Calidad en el Desarrollo del Software - Pantaleo","Bueno","Sí","Poco Interesantes","No","Buenas","Malas","Normal","Muy Fácil","Siento que el curso se quedó estancado hace un tiempo y no brinda más conocimientos que aprender a hacer un procedimiento. Si bien Pantaleo le pone la mejor onda, sus clases son sobre temáticas un poco abstractas y cuando quiere bajarlas a tierra nos da ejemplos de sus trabajos de hace 15 años que muchas veces terminan con un ""igual ahora es otra cosa"". Su criterio de corrección para los finales es un misterio tanto en TDD como en Calidad. La práctica es muy polémica. Las clases consisten en 2 horas de teoría aparte de las 2 ya recibidas con Pantaleo y, en el 80%, sobre temas ya vistos en otra materia. Las correcciones del TP son un par de líneas por mail y me parece que sería mejor imprimirlo y que lo anoten todo con rojo para entenderlas mejor."
"2017/07/09 1:43:59 AM GMT-3","Computación-Burin","Bueno","Sí","Interesantes","Sí","Buenas","Buenas","Normal","Normal",""
"2017/07/09 3:43:57 PM GMT-3","Computación-Jimenez Rey","Regular","No","Poco Interesantes","Sí","Buenas","Regulares","Muy Dificil","Muy dificil","Es molesta la cantidad de trabajos grupales que da, uno por semana, y si no se entregan para la próxima semana baja puntos."
"2017/07/09 4:17:46 PM GMT-3","Análisis de la Información - Villagra","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Normal","Normal","Muy buena la forma en la que está dado el curso: aula invertida, constante participación del alumno, actividades prácticas. Temas actuales aplicables al ámbito laboral. Muy buena calidad docente. "
"2017/07/09 5:30:53 PM GMT-3","Sistemas Automáticos de Diagnóstico y Detección de Fallas 1 - Merlino","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Normal",""
"2017/07/09 5:33:44 PM GMT-3","Sistemas Automáticos de Diagnóstico y Detección de Fallas 1 - Merlino","Bueno","Sí","Interesantes","Sí","Buenas","Buenas","Normal","Normal","Curso acerca de Sistemas basados en conocimientos. Sistemas Expertos, es bueno tener conocimiento sobre ello."
"2017/07/09 8:17:03 PM GMT-3","Algoritmos y Programación 3 - Fontela","Malo","Sí","Poco Interesantes","Sí","Muy Buenas","Malas","Normal","Normal","Mucha informalidad para la entrega de TPs y sus correcciones, tardando un mes en hacerlas. Mucha disparidad entre correctores, sus exigencias y su presencia. Las clases de los jueves empiezan siempre una hora o 45 minutos después del horario de inicio, todo se da de forma desorganizada y con relajo como si fuéramos bien pero después se dice que no hay tiempo para algunos temas. Falta mucha organización y en algunos casos compromiso."
"2017/07/09 11:54:43 PM GMT-3","Sistemas Distribuidos - Mendez","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Dificil","Dificil",""
"2017/07/09 11:56:54 PM GMT-3","Algoritmos y Programación 1 (Electrónica) - Kuhn","Regular","Sí","Poco Interesantes","Sí","Malas","Buenas","Normal","Dificil","La práctica y la teórica estaban totalmente desfasados, dando los contenidos en clases totalmente distintas y de manera totalmente distinta. Los parciales estaban basados totalmente en la práctica, que estaba dada de manera mucho más compleja que la teórica (En realidad opino que la teórica daba los contenidos muy así nomás, sin nunca preocuparse por validaciones o cosas así que considero que aunque sean cosas aburridas es muy importante aprender, pero el nivel que esperaba la práctica era demasiado alto para las 3 horas a la semana que teníamos de ella, para poder comprender todo bien hacía falta que los contenidos se vean de manera semejante en la práctica). También opino que la materia podría darse de manera mucho más interesante, dando trabajos prácticos menos abstractos y un poco más aplicables directamente, ya que al ser la única materia obligatoria de programación te deberían insertar un poco más de ganas de seguir y aprender más. En resumen, creo que el nivel de la teórica debería subir, pero debería ser un poco más interesante y más práctica (Está bueno lo de ir dando ejercicios para que cada uno resuelva en clase)"
"2017/07/09 11:57:10 PM GMT-3","Lenguajes Formales - Kuhn","Bueno","Sí","Muy Interesantes","Sí","Buenas","Buenas","Normal","Normal",""
"2017/07/10 12:00:04 AM GMT-3","Teoría de la Programación / Teoría del Lenguaje - Wachenchauzer","Bueno","Sí","Interesantes","Sí","Buenas","Buenas","Normal","Normal",""
"2017/07/10 12:13:25 AM GMT-3","Análisis Numérico - Griggio","Muy Bueno","Sí","Interesantes","Sí","Buenas","Buenas","Normal","Normal",""
"2017/07/10 1:04:33 AM GMT-3","Computación-Cabrera","Muy Bueno","Sí","Interesantes","No","Muy Buenas","Buenas","Normal","Normal",""
"2017/07/10 2:23:57 AM GMT-3","Algoritmos y Programación 1 (Electrónica) - Cardozo","Bueno","No","Muy Interesantes","Sí","Muy Buenas","Buenas","Muy Dificil","Muy dificil",""
"2017/07/10 9:21:09 AM GMT-3","Análisis de la Información - Villagra","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Facil","Normal","El curso es muy bueno pero deberian complementarlo con mas clases teoricas"
"2017/07/10 9:51:55 AM GMT-3","Análisis de la Información - Villagra","Bueno","Sí","Muy Interesantes","Sí","Buenas","Buenas","Normal","Normal","En líneas generales el planteo del curso es muy interesante y el trabajo grupal es muy formativo. También se aprende mucho a partir de las actividades individuales.
Agregaría que hay cierto nivel de desorganización y diferencias en el seguimiento del trabajo de los alumnos dependiendo del docente corrector que te toca. A veces el feedback llega un poquito tarde."
"2017/07/10 11:45:58 AM GMT-3","Computación-Jimenez Rey","Muy Bueno","Sí","Muy Interesantes","No","Muy Buenas","Excelentes","Normal","Dificil","Me dejó bastante satisfecho. Lo recomendaría."
"2017/07/10 12:42:03 PM GMT-3","Algoritmos y Programación 3 - Suarez","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Buenas","Normal","Dificil","Me gusto mucho la materia y como fue dada"
"2017/07/10 12:42:54 PM GMT-3","Organización del Computador - Benitez","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Excelentes","Dificil","Muy dificil","Una materia interesante"
"2017/07/10 2:09:09 PM GMT-3","Computación-Jimenez Rey","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Normal","Normal",""
"2017/07/10 4:16:49 PM GMT-3","Computación-Jimenez Rey","Muy Bueno","Sí","Interesantes","No","Buenas","Muy Buenas","Facil","Normal","Me gusto mucho el curso. Pero charlando con alumnos mas avanzados me dijeron que el lenguaje utilizado en este curso (Pascal) esta un poco obsoleto, al igual que algunas cosas de la parte teorica como el estudio de los disquetes, no dudo que sean cosas importantes, pero estaría bueno que los temas se adecuen a las nuevas tecnologias"
"2017/07/10 6:36:29 PM GMT-3","Computación-Jimenez Rey","Muy Bueno","Sí","Interesantes","Sí","Buenas","Excelentes","Dificil","Dificil","A pesar de que no parezca, la cursada me ha tomado mucho tiempo, debido a sus grandes demandas de trabajos grupales y trabajos practicos."
"2017/07/10 10:10:52 PM GMT-3","Calidad en el Desarrollo del Software - Pantaleo","Malo","Sí","Muy Interesantes","Sí","Regulares","Regulares","Normal","Normal","Ya desde otras cursadas, se conoce que la práctica de la materia está teniendo problemas en relación con las formas del trabajo práctico (Existen numerosas quejas que se pasan de cuatrimestre a cuatrimestre) Esto se debe a que las profesoras a cargo exigen un nivel de puntualidad y exigencia que ellas mismas no aplican. No solo eso, uno puede enterarse de que debe recursar la materia el último día de clases debido a su forma de corrección que implica que si bien uno pudo haber venido trabajando perfecto a lo largo del cuatrimestre (existen varios entregables), la entrega final puede tener inconsistencias que en lugar de ser indicadas, simplemente implican una desaprobación del TP. 
También existe falta de comunicación entre Teórica y Práctica que hacen que los alumnos pierdan fechas de final ya que uno no puede rendirlo hasta tanto no tenga el Trabajo Práctico corregido y ello no suele ocurrir hasta pasadas las dos primeras instancias.
Luego el final no tiene relación con el contenido de la teórica que por cierto es ... indescifrable. Y es que en realidad, no existe contenido de la materia del cual uno pueda sacar algún aprendizaje. Los apuntes que hay (?) no dan información y la clase en sí... no tiene contenido alguno. 
El final no evalúa aprendizajes, sino presentaciones de alumnos sobre libros que no son de contenido obligatorio, sino que son pedidos por el profesor para dar una presentación oral.
En conclusión: me pareció una materia interesante sobre los temas que se pueden llegar a abordar, pero poco útil como está hoy en día y dificil de aprobar no por la exigencia de la matería o la falta de capacidad de los alumnos, sino por la aleatoriedad de los modos de evaluación."
"2017/07/10 10:12:23 PM GMT-3","Taller de Desarrollo de Proyectos 2 - Fontela","Excelente","Sí","Muy Interesantes","Sí","No hay clases teóricas","Excelentes","Normal","Normal","Un excelente curso que aplica conocimientos que en verdad te instruyen para administrar proyectos."
"2017/07/10 10:48:25 PM GMT-3","Computación-Jimenez Rey","Muy Bueno","Sí","Interesantes","No","Muy Buenas","Muy Buenas","Normal","Dificil",""
"2017/07/10 11:20:14 PM GMT-3","Computación-Jimenez Rey","Excelente","Sí","Muy Interesantes","Sí","Muy Buenas","Excelentes","Normal","Dificil","Me encantó el curso, la profesora siempre dispuesta a dar una mano ya sea con clases de consulta o respondiendo dudas por mail. Las clases siempre fueron muy didacticas para la facil comprensión de todos los temas y ejercicios. No pude haber elegido un curso mejor!"
